,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
1981,한국체대리더스태권도장,태권도,경기,구리시,경기도 구리시 건원대로76번길 42,"401,402,408,409,410호",315131212,태권도,127.1417005,37.60753009
1982,D파이널짐,기타종목,충남,홍성군,충청남도 홍성군 홍북읍 홍학로 81,모아빌딩 601호 D파이널짐,416346631,"킥복싱,MMA",126.6751335,36.64772035
1983,경희대두드림태권도장,태권도,경기,수원시,경기도 수원시 팔달구 세지로244번길 3,그린상가빌딩 2층 경희대두드림태권도장(인계동),318956357,주4회~5회 이상 수강권,127.0240841,37.27284941
1984,동아대손승완태권도,태권도,대구,달서구,대구광역시 달서구 조암남로 147,"2층, 동아대손승완태권도(대천동)",536375955,동아대손승완태권도장,128.5182706,35.81693963
1985,필라테스 생활,필라테스,대구,북구,대구광역시 북구 팔달로35길 20,3층 1호 필라테스 생활(노원동2가),533521280,필라테스 생활 그룹레슨권,128.5699596,35.88946195
1986,남악스타,복싱,전남,무안군,전라남도 무안군 삼향읍 남악4로60번다길 4-1,남악스타,612877977,"복싱, 무에타이",126.4698493,34.81129091
1987,인천남동승마클럽,승마,인천,남동구,인천광역시 남동구 오봉로10번길 22-37,남동승마클럽 (도림동),,재활승마,126.7289195,37.41356112
1988,엘피지다이어트댄스 김해 드림,댄스(줌바 등),경남,김해시,경상남도 김해시 금관대로 1194-1,2층(외동),,다이어트댄스.라인댄스.방송댄스.실용댄스.,128.8535447,35.23344943
1989,바디스쿨,요가,광주,광산구,광주광역시 광산구 송도로 153,종로약국건물 4층 바디스쿨(도산동),629653223,요가,126.7923047,35.12871758
1990,우리주짓수,기타종목,충남,천안시,충청남도 천안시 서북구 늘푸른1길 18-5,201호(두정동),,우리주짓수,127.1298699,36.82715153
1991,비비클럽,농구,대구,달성군,대구광역시 달성군 다사읍 세천로10안길 5,비비클럽,,주말 농구 교실(중.고등부반),128.4742218,35.87319826
1992,한국재활스포츠센터,헬스,제주,제주시,제주특별자치도 제주시 동광로9길 6,"(이도일동, 태홍누리안2차아파트) 305호",647028716,지원금 전액권,126.5335413,33.503249
1993,인천시립도원수영장,수영,인천,중구,인천광역시 중구 샛골로41번길 22,(도원동),328877430,수영 09시 중급(초등),126.6392962,37.46602879
1994,오에프디댄스학원 온리포워드댄스학원,댄스(줌바 등),서울,마포구,서울특별시 마포구 와우산로17길 10,"3,4층 오에프디댄스학원 온리포워드댄스학원(서교동)",,4회권,126.9224922,37.55032083
1995,주식회사정글러댄스스튜디오,댄스(줌바 등),부산,북구,부산광역시 북구 화명신도시로 129,5층 504호(화명동),513643650,k-pop댄스,129.0106599,35.23559885
1996,용문관,기타종목,인천,남동구,인천 남동구 구월2동,"용천로 82 (구월동, 다옴프라자601)",324677337,우슈쿵푸,126.7133864,37.45606771
1997,에이원태권도장,태권도,광주,북구,광주광역시 북구 양산택지소로 23,3층(본촌동),625720700,에이원태권도장,126.8828639,35.21427003
1998,강동검도관,검도,서울,강동구,서울특별시 강동구 천호옛길 16,B1 강동검도관(성내동),24702752,검도수업,127.1215535,37.53096573
1999,리틀썬더스 화도점,농구,경기,남양주시,경기도 남양주시 화도읍 폭포로242번길 37,2층,315140300,농구레슨,127.3167686,37.63784475
2000,개포검도관,검도,서울,강남구,서울특별시 강남구 개포로 245,지하 개포검도관(개포동),25767030,검도,127.04931,37.47916964
2001,고려대강호체육관,합기도,충북,청주시,충청북도 청주시 상당구 용암북로180번길 6-2,2층 강호체육관(용암동),432940081,고려대강호체육관 용성도장,127.5160578,36.6237201
2002,연성 주짓수,기타종목,경기,시흥시,경기도 시흥시 연성로 93,7층(하상동),314042025,주짓수,126.813865,37.39098021
2003,정왕헬스,헬스,경기,시흥시,경기도 시흥시 정왕시장길 52,301호(정왕동),314969688,"신체단련 [운동복,개인사물함] 무료",126.7489612,37.34556612
2004,성균관스포츠아카데미,합기도,서울,노원구,서울특별시 노원구 섬밭로 190,402호 성균관스포츠아카데미(하계동),29777115,"호신술,격투,기초체력",127.0671232,37.63306464
2005,크로스짐,기타종목,경기,시흥시,경기도 시흥시 수인로 3299,2층 크로스짐(신천동),,종합체육교실,126.7921296,37.4383432
2006,합기도,합기도,경기,광명시,경기도 광명시 도덕공원로 23,3층 합기도천기관(철산동),226133427,합기도천기관,126.865453,37.47133906
2007,쉬즈댄스아카데미,요가,경기,광명시,경기도 광명시 철산로 27,명동빌딩 4층 쉬즈벨리댄스(철산동),220660122,플라잉요가,126.8689958,37.47682271
2008,중앙 체육관,합기도,경기,시흥시,경기도 시흥시 신천6길 20,2층 합기도(신천동),313111227,주짓수,126.7799843,37.43752544
2009,휘트니스GQ,헬스,경기,시흥시,경기도 시흥시 옥구상가2길 4,"4층 402~405(정왕동, 로얄타운)",314313389,24시간 헬스,126.7239996,37.35391367
2010,아이기스 시흥주짓수,기타종목,경기,시흥시,경기도 시흥시 승지로59번길 1,601호 합기도체육관 (능곡동),314040487,아이기스 능곡주짓수,126.8099495,37.36920859
2011,무극멀티짐,합기도,경기,시흥시,경기도 시흥시 시청로80번길 6,201호(장현동),314040480,합기도호신술,126.7994706,37.38140899
2012,일무합기도,합기도,경기,광명시,경기도 광명시 하안로288번길 19,401.403호 합기도도장(하안동),28095182,합기도 격투기,126.8811555,37.46264547
2013,경무합기도킥복싱완무pk짐,합기도,경기,시흥시,경기도 시흥시 옥구상가3길 25,5층 정왕동 합기도(정왕동),314337989,경무합기도킥복싱완무pk짐,126.7226104,37.35416667
2014,바나나짐(정왕점),헬스,경기,시흥시,경기도 시흥시 중심상가로 49,청한빌딩5층바나나짐(정왕동),314311188,웨이트트레이닝,126.7238296,37.35232693
2015,뉴점핑클럽,기타종목,부산,사상구,부산광역시 사상구 백양대로934번길 80,모라벽산아파트 상가 4층(모라동),,뉴점핑클럽 키즈반,128.9936833,35.19149062
2016,드림허브점핑,기타종목,전남,나주시,전라남도 나주시 남교1길 6-27,2층 드림허브점핑(이창동),,점핑 트램폴린 피트니스,126.7165426,34.99569026
2017,바디힐필라테스정읍점,필라테스,전북,정읍시,전라북도 정읍시 중앙로 56,금오빌딩7층 바디힐필라테스(연지동),,"요가,플라잉,필라테스",126.8471046,35.57121577
2018,에프포(F4)스포츠센터,탁구,서울,양천구,서울특별시 양천구 남부순환로57길 2,지하 F4스포츠센터(탁구장)(신월동),,초급반,126.8309288,37.53304254
2019,(주)시흥비젼센터,기타종목,경기,시흥시,경기도 시흥시 마유로 416,B1(주)시흥비젼센터(정왕동),313197929,뉴스포츠(특수체육),126.7412859,37.35162322
2020,㈜스포데미체육영재개발원,기타종목,경기,광명시,경기도 광명시 하안로288번길 15,지하3층 301호~303호(하안동),28980070,입시체육,126.8813411,37.46224731
2021,시흥도시공사 국민체육센터,헬스,경기,시흥시,경기 시흥시 하중로 226,시흥시 국민체육센터,3180840100,헬스,126.8053441,37.39150566
2022,박찬목복싱클럽,복싱,경기,시흥시,경기도 시흥시 호현로22번길 27,농협2층박찬목복싱클럽(신천동),313119114,다이어트복싱,126.7871156,37.44061177
2023,당진MTA태권도,태권도,충남,당진시,충청남도 당진시 수청로 300-20,MTA태권도(2층)(시곡동),413586100,태권도&amp; 유아체육,126.675796,36.90252125
2025,용인대효태권도,태권도,경기,남양주시,경기도 남양주시 의안로 155-1,신명프라자3층 용인대효태권도(평내동),315947942,태권도수업,127.2400995,37.64403578
2029,서현교 경희대 석사 태권도장,태권도,경기,광명시,경기도 광명시 가림로 40,교육센터B1경희대석사태권도장(하안동),28971002,태권도수련,126.8664512,37.4641777
2030,용인대석사태권도,태권도,경기,시흥시,경기 시흥시 거모동,1756-1번도 동운디오빌 2층 석사태권도,314956101,태권도,126.7741749,37.35670182
2031,시흥유도체육관,유도,경기,시흥시,경기도 시흥시 은행로 142,동천빌딩 4층(은행동),313163112,유도 초급 과정,126.7999457,37.44372276
2032,용인대영광태권도장,태권도,경기,성남시,경기도 성남시 중원구 산성대로382번길 61,2층(금광동),317318769,태권도,127.1640425,37.44685438
2033,건국대신일 태권도장,태권도,경기,시흥시,경기도 시흥시 검바위2로 18,"상가 2층 건국대신일 태권도장(은행동, 은행마을 녹원아파트)",313134915,태권도,126.7963181,37.43084152
2034,대한 태권도,태권도,경기,시흥시,경기도 시흥시 은행로149번길 18,청암빌딩4층 대한태권도(은행동),313184242,"태권도교육(유치부,초등부,중고등부)",126.7977817,37.44398722
2036,JTM태권도 음악줄넘기,태권도,경기,광명시,경기도 광명시 기아로 18,"(소하동), 2층",28990654,JTM태권도 음악줄넘기,126.8815773,37.43627863
2037,경희대박사태권도,태권도,경기,시흥시,경기도 시흥시 정왕신길로49번길 19,서해2차 상가 3층 경희대박사태권도(정왕동),314335679,경희대 박사 태권도,126.7273161,37.3596635
2038,경희대 장하 태권도,태권도,경기,시흥시,경기도 시흥시 장곡로 17,에이스프라자 301호 장하태권도(장곡동),313180088,경희대 장하 태권도,126.7868148,37.37906213
2039,키즈펀태권도,태권도,경기,시흥시,경기도 시흥시 시흥대로 1121,휴먼프라자 3층 305호(신천동),314044447,키즈펀태권도,126.7911706,37.43555089
2040,경희대푸른솔태권도,태권도,경기,광명시,경기도 광명시 하안로288번길 10,303호 경희대푸른솔태권도(하안동),28967798,태권도(주5회),126.8817799,37.46197051
2043,검전검도교실,검도,경기,광명시,경기도 광명시 철산로29번길 9,3.(철산동.효도프라자지층)검전검도교실(철산동),226880086,자승자강,126.8687444,37.47750026
2044,경희대중앙태권도,태권도,경기,시흥시,경기도 시흥시 삼미시장4길 21,3층 경희대 중앙 태권도(신천동),313122001,경희대중앙태권도,126.7823924,37.43971783
2045,대무체육관,합기도,경기,시흥시,경기도 시흥시 월곶중앙로70번길 3,월곶동진주마을풍림1차아이원단지내주상가410호 (월곶동),,합기도 태권도 격투기 키즈킥복싱,126.7381665,37.3896045
2046,광명복싱체육관,복싱,경기,광명시,경기도 광명시 하안로287번길 5,4층(하안동),28991272,정통복싱국가대표에게배우기,126.8801318,37.46107811
2047,용인대성호태권도장,태권도,경기,시흥시,경기도 시흥시 월곶중앙로30번길 4,주영프라자401 성호태권도(월곶동),313181113,태권도,126.7423983,37.38769345
2048,계명대 라이온 태권도,태권도,대구,달성군,대구광역시 달성군 다사읍 달구벌대로 790,아파트 안쪽 상가 104동204호(강창1차삼산타운),535882001,계명대라이온태권도,128.4584408,35.86203088
2049,합기도 양우관 용두도장,합기도,대전,중구,대전광역시 중구 선화로 20,4층 합기도양우관 용두도장(용두동),422549050,합기도교실,127.4116398,36.32560568
2050,아이스위밍클럽 풍동점,수영,경기,고양시,경기도 고양시 일산동구 고양대로 1000,1층 아이스위밍 클럽 풍동점(식사동),319683996,어린이 수영,126.8046011,37.67427076
2052,용인대패밀리태권도장,태권도,대구,동구,대구광역시 동구 신암남로 50,"상가 3층 용인대패밀리태권도장(신암동, 신암건영캐스빌)",539514441,용인대패밀리태권도장,128.6188361,35.87733878
2053,안동복싱체육관,복싱,경북,안동시,경상북도 안동시 서동문로 86,2층 안동복싱체육관(광석동),,복싱,128.7212259,36.56656549
2054,한국체대 블랙벨트 태권도장,태권도,서울,강동구,서울특별시 강동구 아리수로93나길 26,5층 태권도(강일동),,태권도 수업,127.1733282,37.57177069
2056,도일격투기,기타종목,경기,파주시,경기도 파주시 문산읍 문산로 32-2,3층 도일격투기,319535227,격투기 킥복싱,126.7829047,37.85716794
2057,사랑가득합기도검무관,합기도,경기,파주시,경기도 파주시 가온로 284-1,대광프라자302호 합기도(와동동),319419440,사랑가득합기도,126.7579963,37.72550533
2058,제이와이스포츠,롤러인라인,경기,파주시,경기도 파주시 운정4길 152,3동 JY SPORTS(상지석동),,인라인강습,126.7739844,37.71769105
2059,도일 체육관,복싱,경기,파주시,경기도 파주시 조리읍 통일로 325,근영빌딩 5층,319476227,격투기/킥복싱/복싱,126.8083709,37.74424605
2060,한결 해동검도 특공무술,검도,충북,충주시,충청북도 충주시 중앙탑면 원앙4길 23,신협4층 한결 해동검도 특공무술,,해동검도 특공무술,127.8280052,37.01764114
