,FCLTY_NM,ITEM_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ADDR,FCLTY_DETAIL_ADDR,TEL_NO,COURSE_NM,x,y
1801,용인대석사미드미태권도장,태권도,경기,안산시,경기도 안산시 단원구 와동로 91,3층(와동),,태권도,126.8279538,37.33835515
1802,한미태권도아카데미,태권도,서울,마포구,서울특별시 마포구 새터산16길 16,삼정빌딩 3층 한미태권도(성산동),23727710,태권도 수련,126.9083766,37.5673583
1803,대솔경희대태권도장,태권도,경기,수원시,경기도 수원시 장안구 수성로245번길 21,"우방상가 201호 (정자동, 화서역 우방 센트럴파크)",312697050,즐거운 태권도 주3회반,126.9987508,37.28977374
1804,백호경희대태권도,태권도,서울,강서구,서울 강서구 방화3동 839,방화그린2-2 관리동,,"태권도, 줄넘기, 학교체육, 인성교육, 성장체육",126.8189603,37.57478213
1805,용인대석사M&amp;H태권도,태권도,경기,용인시,경기 용인시 기흥구 구갈동,594번지 강남피아501호,312878779,태권도,127.127604,37.27242889
1806,동명태권도장,태권도,경기,용인시,경기도 용인시 기흥구 새천년로26번길 4,보은빌딩5층 동명태권도(신갈동),312741733,태권도,127.1119452,37.28880968
1807,보라경희대박사태권도장,태권도,경기,용인시,경기도 용인시 기흥구 사은로126번길 52,신창미,312875050,태권도,127.1207227,37.25180928
1808,용인대 신일 태권도장,태권도,경기,용인시,경기도 용인시 기흥구 공세로 72,2층  용인대신일태권도(고매동),312752225,태권도 수업,127.108902,37.23099839
1809,경희대원일태권도장,태권도,경기,용인시,경기도 용인시 수지구 신봉2로14번길 8,백산빌딩 C동 301호~302호(신봉동),312634523,태권도,127.0787235,37.32386112
1810,활기찬용인대KOREA태권도,태권도,경기,용인시,경기도 용인시 기흥구 구갈로 29,3층 태권도장(구갈동),312837792,태권도&amp;줄넘기,127.1109608,37.27709512
1811,용인대화홍태권도,태권도,경기,수원시,경기 수원시 장안구 영화동,420-3,312478373,"태권도,품새,겨루기,줄넘기,태권체조,음악품새",127.0140297,37.29318469
1812,한국아동발달센터(수원점),기타종목,경기,수원시,경기도 수원시 권선구 경수대로 401,2층 (권선동),312247456,생활스포츠,127.0242544,37.26260138
1813,광성 경희대 태권도,태권도,경기,오산시,경기도 오산시 수목원로 577-15,"단지내상가 2층 201,202호 광성경희대태권도(세교동, 잔다리마을휴먼시아2단지아파트)",313733301,태권도,127.0416817,37.18216624
1814,장안대호태권도체육관,태권도,경기,수원시,경기도 수원시 장안구 수성로381번길 1,2층 장안대호태권도(조원동),312520216,태권도(95000원),127.0133869,37.29425826
1815,경희대라이언태권도,태권도,경기,수원시,경기도 수원시 장안구 금당로39번길 6,303호 경희대라이언태권도(조원동),312543313,"태권도: 인성교육,기초체력,유아체육, 품새, 겨루기, 줄넘기",127.0161027,37.30319441
1816,용인대 정천 태권도,태권도,경기,수원시,경기도 수원시 장안구 화산로 87,천천푸르지오 상가 3층 304호 용인대 정천 태권도(천천동),312982277,태권도 호신술 줄넘기 기계체조,126.982445,37.29171553
1817,키즈석사태권도,태권도,경기,수원시,경기도 수원시 장안구 금당로10번길 63,"202호 (조원동, 메가타워)",312555244,태권도,127.0162185,37.30215793
1818,경희대석사 인성태권도,태권도,경기,안산시,경기도 안산시 상록구 매화로3길 25,(이동),315017090,트니트니&amp;줄넘기(파워점핑)&amp;태권도고수회,126.8630809,37.30492774
1819,경희대서부태권도,태권도,경기,수원시,경기도 수원시 영통구 중부대로448번길 96,늘푸른상가3층(원천동),,태권도,127.0594152,37.26707804
1820,영일태권도체육관,태권도,경기,수원시,경기도 수원시 영통구 봉영로 1540,"살구골아파트단지내상가 302 (영통동, 살구마을아파트)",312031123,영일태권도체육관,127.0699937,37.24928855
1821,꿈나무심리언어연구소,기타종목,경기,수원시,경기도 수원시 장안구 정조로 988,조원샤르망 212호(조원동),312544888,스트레칭,127.0102067,37.29512294
1822,용인대JS영웅태권도장JS체육교실,태권도,경기,화성시,경기도 화성시 영통로27번길 9,3층 (반월동),312732249,태권도,127.0632994,37.23310657
1823,용인대 산의 태권도,태권도,경기,수원시,경기도 수원시 영통구 센트럴타운로 15,"212호(이의동, 아이플렉스)",312121136,산의태권도 1부~6부,127.0573744,37.28821915
1824,sh복싱체육관,복싱,경기,화성시,경기도 화성시 동탄반석로 134,2층 sh복싱짐(반송동),316134112,"복싱,다이어트,헬스",127.0713608,37.20106311
1825,예원발레아카데미학원,무용(발레 등),경기,수원시,경기도 수원시 영통구 매봉로49번길 3,3층(매탄동),312122515,초급발레2,127.053097,37.27233852
1826,용인대국가대표태권도,태권도,경기,화성시,경기 화성시 능동,1114-3 아크리아 5층 용인대국가대표태권도,3180038283,태권도,127.057939,37.20752169
1829,박성철복싱클럽,복싱,경기,화성시,경기도 화성시 효행로 287,보보스프라자 2층208호(기안동),312325001,복싱수업,126.9743578,37.22273857
1830,타이혼 스포츠 아카데미,복싱,경기,수원시,경기도 수원시 영통구 영통로 105,광성빌딩 2층(망포동),312045915,[주3일반]무에타이.킥복싱.복싱,127.0578987,37.23759834
1831,경희대석사해랑태권도교육관,태권도,경기,수원시,경기도 수원시 영통구 태장로82번길 32,"단지내상가3층 301호(망포동, 동수원자이1차)",,"태권도_고하임,고하윤",127.0528784,37.23629436
1832,용인대백상태권도,태권도,경기,화성시,경기도 화성시 동탄솔빛로 52,502호 용인대 백상 태권도(반송동),316138253,"태권도 (품새,겨루기)",127.0736336,37.19334646
1833,용인대두빛나래비상태권도,태권도,경기,오산시,경기도 오산시 남부대로 486-19,"제주상가 204호,205호 (청호동)",,태권도수업,127.0861118,37.13018338
1834,오산용인대타이곤태권도장,태권도,경기,오산시,경기도 오산시 초평로 37,"(서동) 신동아아파트1차 상가 301호,303호",313788889,태권도,127.0434525,37.14388138
1835,청명태권도,태권도,경기,오산시,경기도 오산시 수목원로468번길 6-11,201호 청명태권도(금암동),313729017,태권도,127.0508137,37.17494495
1836,이장선복싱다이어트,복싱,경기,오산시,경기도 오산시 세마역로19번길 19,1층(세교동),313750113,정통복싱,127.043291,37.1821544
1837,용인대 부부 백호 태권도장,태권도,경기,오산시,경기도 오산시 수청로 201,센타프라자 6층 601호(금암동),313784111,태권 줄넘기,127.0445216,37.17639737
1838,ESD복싱짐,복싱,경기,오산시,경기도 오산시 수청로 199,정원프라자502호 ESD복싱짐(금암동),7077691282,"정통 복싱, 키즈 복싱",127.0448028,37.17645187
1839,팀크로우 유도멀티짐,유도,경기,수원시,경기도 수원시 권선구 곡반정로65번길 15,4층(곡반정동),,유도수업,127.0277555,37.23456984
1840,세종 용인대 충무유도관,유도,세종,세종시,세종특별자치시 고운서길 20,303호(고운동),,주 2회반(유도),127.2344245,36.50614858
1841,단국대우리태권도장,태권도,충남,천안시,충청남도 천안시 서북구 한들1로 47,3층(백석동),415677988,태권도수련,127.1162215,36.82701634
1842,점프윙스 줄넘기클럽 대구본점,기타종목,대구,북구,대구광역시 북구 동천로24길 13,6층 점프윙스줄넘기클럽(동천동),533120777,줄넘기 강좌,128.5621907,35.94191425
1843,상무체육관,태권도,경기,수원시,경기도 수원시 팔달구 팔달문로 33,2층 상무태권도체육관(지동),312436465,상무체육관,127.0209528,37.27797188
1844,남창체육관,태권도,경기,수원시,경기도 수원시 팔달구 행궁로 37,2층(남창동),,태권도,127.0151518,37.27923539
1845,용인대동학태권도,태권도,경기,화성시,경기도 화성시 영통로27번길 53-8,2단지아파트상가 3층(반월동),312739009,태권도수업,127.0586541,37.23163521
1846,꿈나무인지언어연구소,기타종목,경기,수원시,경기도 수원시 팔달구 행궁로 77,송산빌딩 2층(팔달로3가),312544888,스트레칭,127.0158964,37.2757471
1847,경희대 서울 태권도,태권도,서울,도봉구,서울특별시 도봉구 해등로 218,5층 경희대국가대표태권도(쌍문동),29904395,태권도,127.032521,37.65815643
1848,가온누리태권도장2관,태권도,경북,구미시,경상북도 구미시 산호대로 955-1,상가 3층(옥계동),544758803,태권도,128.4340394,36.13899694
1849,합기도 유도 비술관,합기도,경기,시흥시,경기도 시흥시 정왕신길로49번길 39,"상가동 b5호(정왕동, 서해아파트)",314324958,유도,126.7276517,37.36259315
1850,한국체대마스터한태권도,태권도,대전,서구,대전광역시 서구 복수동로 40-13,신계빌딩 2층(복수동),425810813,태권도수업,127.3778034,36.30072381
1851,용인대백호합기도체육관,합기도,서울,강북구,서울특별시 강북구 한천로109길 3,3층 용인대백호체육관(번동),29455481,용인대백호합기도체육관,127.0438129,37.62845706
1852,프랜즈아동발달센터,기타종목,경북,구미시,경상북도 구미시 상사동로 193-1,1층 프랜즈아동발달센터(사곡동),,운동재활,128.3589444,36.10187009
1853,당감명문유도관,유도,부산,부산진구,부산광역시 부산진구 백양순환로 123-1,2층 (부암동),518948878,유도와 기초체력,129.0406737,35.16960418
1854,내동태성태권도,태권도,경남,김해시,경상남도 김해시 평전로 213,2층 내동태성태권도(내동),553371456,태권도실기,128.8653892,35.24660831
1855,용인대원일태권도장,태권도,경기,수원시,경기도 수원시 영통구 중부대로448번길 100,원천동원천주공2단지종합상가301호(원천동),,태권도,127.0591062,37.2668568
1856,더메이커스스튜디오실용음악학원,댄스(줌바 등),경기,화성시,경기도 화성시 수노을중앙로 130,5층(새솔동),24636668,댄스 (전문반),126.8178047,37.28503562
1857,제이앤비 (J&B) 농구교실,농구,전북,완주군,전북특별자치도 완주군 이서면 기지로 36,501호 제이앤비(JNB) 농구교실,,농구 주1회,127.0560345,35.83796732
1858,더멋짐피트니스,헬스,대전,동구,대전광역시 동구 동부로73번길 6,4층헬스클럽(판암동),422831479,헬스,127.4608598,36.32254498
1859,퍼펙트점프,기타종목,경기,수원시,경기도 수원시 영통구 에듀타운로 23,4층 퍼펙트점프(이의동),312127999,뛴다 건강하게~ 넘는다 신나게!! 재미있는 음악줄넘기 [ 퍼펙트점프 ],127.0520077,37.28476164
1860,대한체육관,태권도,인천,강화군,인천 강화군 강화읍,신문리205-5,,대한태권도,126.4837338,37.74834793
1861,승룡종합체육관,태권도,경기,김포시,경기 김포시 통진읍,서암리715,,태권도,126.6005907,37.68648015
1862,복싱BMG,복싱,대전,동구,대전광역시 동구 계족로 85,신흥동5-26번지(신흥동),422821213,복싱,127.4445181,36.32230047
1863,"점프윙스 태권도, 줄넘기클럽",태권도,충남,천안시,충청남도 천안시 동남구 신원2길 61,"단지내 상가 4층 401호~405호(신부동, 도솔노블시티 동문굿모닝힐)",,줄넘기,127.1602813,36.81695713
1864,용인대튼튼태권도장,태권도,경기,부천시,경기도 부천시 상동로117번길 31,대림타운 6층 용인대튼튼태권도(상동),323262678,용인대튼튼태권도장,126.7516969,37.50760631
1865,화랑제38태권도장,태권도,경남,양산시,경상남도 양산시 평산로 89,상가2층 화랑38태권도장(평산동),553888886,태권도,129.1452545,35.38169209
1866,통진탁구장,탁구,경기,김포시,경기도 김포시 통진읍 조강로56번길 112,통진탁구장,319810409,탁구교실,126.6038134,37.69434542
1867,KSMP종합무예스쿨,합기도,경기,수원시,경기도 수원시 팔달구 화양로35번길 6,4층 체육관(화서동),312414222,"주짓수, 특공무술, 합기도",126.9965177,37.28124815
1868,특공무술 주짓수 가온도장,기타종목,경기,김포시,경기도 김포시 풍무로 25,405호(풍무동),319887787,특공무술,126.7201967,37.5980424
1869,맥스체대입시,기타종목,인천,서구,인천광역시 서구 원적로 120,인성프라자 4층(가좌동),325768855,체대입시 실기,126.6845554,37.49645098
1870,J2M SPORTS,헬스,경기,김포시,경기도 김포시 사우중로 78,밀레니엄프라자401호 제이투엠스포츠(사우동),319980035,"체형교정, 다이어트 교실",126.7209071,37.62133809
1871,장기합기도검무관,합기도,경기,김포시,경기도 김포시 김포한강1로51번길 46,402호(장기동),319858667,합기도,126.6661389,37.64453614
1872,제이제이 합기도,합기도,인천,서구,인천광역시 서구 원창로 180,(상가2층)(신현동),,합기도 검무관,126.6691097,37.51754702
1873,더핏 피트니스,헬스,광주,남구,광주광역시 남구 효우로 81,"4층(노대동), 더핏 피트니스",27165703,헬스 1개월,126.904585,35.10612861
1874,제이폭스멀티짐 부개점,기타종목,인천,부평구,인천광역시 부평구 길주남로 154,지하1층(부개동),,"복싱,킥복싱",126.7388753,37.50363154
1875,404피트니스율하점,헬스,경남,김해시,경상남도 김해시 율하6로 68,굿프라임2차 404피트니스 (4층)(장유동),,헬스,128.8229437,35.17199707
1876,마장탁구클럽,탁구,서울,성동구,서울특별시 성동구 마장로 284,3층 마장탁구클럽(마장동),260810840,탁구,127.0412598,37.56535724
1877,서구탁구회관,탁구,인천,서구,인천광역시 서구 탁옥로 90,지하 1층(심곡동),,BTC지역아동센터,126.6795095,37.54355074
1878,신안웰리스,수영,경기,김포시,경기도 김포시 감정로 42,신안아파트단지상가 지동(감정동),319988334,자유수영,126.7007162,37.61974721
1879,청라복합문화센터,수영,인천,서구,인천광역시 서구 청라대로 26,청라복합문화센터(경서동),325801196,07시 화목강좌,126.6339367,37.52451933
1880,서구청소년수련관 수영장,수영,인천,서구,인천광역시 서구 원창로 92,서구청소년센터 수영장(원창동),325787979,자유수영3부,126.6592486,37.51757764
1882,공촌태권도체육관,태권도,인천,서구,인천 서구 연희동,697-7,,공촌태권도체육관,126.678204,37.54897497
1883,탑유도관,유도,인천,서구,인천광역시 서구 완정로 23,덕안빌딩 지하1층 탑유도관(마전동),325646589,유도,126.6712713,37.59508401
1884,승룡체육관,합기도,경기,김포시,경기도 김포시 고촌읍 장차로 4,B1,319865089,"합기도, 특공무술, KTK격투기",126.7699751,37.60240654
1885,용인대연무태권도,태권도,인천,서구,인천 서구 가좌1동,139~8 용인대연무태권도3층,325784964,용인대연무태권도,126.6726306,37.49437353
1886,당하경희대태권도,태권도,인천,서구,인천광역시 서구 청마로 163,5층 502호(당하동),325682700,태권도,126.6766215,37.5919966
1887,남악한국태권도장,태권도,전남,무안군,전라남도 무안군 삼향읍 남악5로22번길 60,경남아너스빌@ 상가2층(남악신도시 경남아너스빌),612844009,태권도교육,126.4753976,34.80864898
1888,한미태권도체육관,태권도,인천,서구,인천 서구 불노동,328번지 동성아파트 상가2층 경희대한미태권스쿨,325670334,태권도,126.6882883,37.61215063
1889,경희대태권도장,태권도,인천,부평구,인천광역시 부평구 화랑남로 13,현대프라자4층 경희대태권도장(산곡동),325224575,태권도,126.7060342,37.49271676
1890,풍무검도관,검도,경기,고양시,경기도 고양시 일산동구 일산로 46,213호 (백석동),319042086,검도수업,126.7878825,37.64235547
1891,국가대표 경희대 정무태권도장,태권도,인천,서구,인천광역시 서구 심곡로 136,코사마트2층 대동태권도(심곡동),,태권도,126.6820583,37.54497427
1892,즐거운베스트태권도,태권도,인천,서구,인천 서구 검암동,628번지 삼보@상가 2층,325678342,태권도,126.6734115,37.56428591
1893,백호태권도 동춘,태권도,인천,연수구,인천광역시 연수구 원인재로 88,"대우삼환 종합상가 3층 백호태권도(동춘동, 대우삼환아파트)",328157739,태권도,126.6782943,37.40648628
1894,우리태권도체육관,태권도,인천,서구,인천광역시 서구 장고개로337번길 18-3,403호 우리태권도체육관(가좌동),325733375,태권도,126.6844091,37.49313823
1896,태권짐,태권도,세종,세종시,세종특별자치시  달빛로 41,백두산빌딩 5층 KTA 코리아 태권짐(종촌동),,"2시,3시,4시,5시,6시",127.2500939,36.50248466
1897,엘리트신성태권도장,태권도,인천,서구,인천광역시 서구 봉수대로1440번길 27,신명아파트제상가2층(왕길동),325615071,태권도,126.6515756,37.60247408
1898,프리마발레하우스악원,무용(발레 등),인천,서구,인천광역시 서구 원당대로 841,골든벨프라자 5층 프리마발레하우스(원당동),325679950,지젤,126.6950987,37.59414715
1899,대풍권투체육관,복싱,인천,서구,인천광역시 서구 가정로 301,3층 대풍체육관(석남동),325710247,대풍 전통 복싱,126.6723502,37.51170721
1900,신-코리아,태권도,인천,서구,인천 서구 가좌동,,325833389,태권도,126.6730982,37.49397838
1901,한일열정태권도,태권도,경기,수원시,경기도 수원시 장안구 경수대로976번길 41,4층 한일 열정 태권도(송죽동),312412228,태권도,127.0037624,37.30627933
1902,용인대타이곤태권도체육관,태권도,경기,김포시,경기도 김포시 북변중로 43,월드프라자2층 용인대타이곤태권도체육관(북변동),319859873,태권도,126.7113219,37.62539595
1903,인성튼튼태권도,태권도,인천,서구,인천광역시 서구 가현로 70,제일빌딩 3층302호(마전동),,태권도,126.660931,37.61166345
1904,천마석사태권도장,태권도,인천,서구,인천광역시 서구 서달로49번길 7-1,2층(석남동),325768887,태권도,126.6772949,37.50287209
1906,연세태권스쿨,태권도,인천,서구,인천광역시 서구 염곡로 172,"인천서구 염곡로172 경남아너스빌상가2층 연세대태권스쿨(석남동, 경남아너스빌아파트)",325786006,태권도,126.6689064,37.49957103
1907,용인대튼튼태권도,태권도,경기,김포시,경기 김포시,양촌면 양곡리 443,,태권도교육,126.7156579,37.61526869
1908,찬란한태권도장,태권도,경기,김포시,경기도 김포시 풍무로69번길 17,1층 찬란한태권도장(풍무동),319970079,태권도,126.7204609,37.60185195
1909,삼희바둑학원,기타종목,인천,서구,인천광역시 서구 청라라임로 17,"힐데스하임상가동 202호, 203호, 204호(청라동, 청라 힐데스하임)",325662020,바둑,126.6505069,37.5277004
1910,용인대GX복싱체육관,복싱,인천,서구,인천광역시 서구 완정로 35,401호(마전동),325615229,복싱,126.6700873,37.59558094
1911,월드태권도유소년축구클럽,태권도,인천,서구,인천 서구 석남1동,477번지 4층 월드태권도,325778706,태권도 &amp; 한국파워점핑줄넘기,126.674783,37.51120658
1912,강철학운태권도,태권도,경기,김포시,경기 김포시 양촌면 학운리,2824번지,319847009,태권도ㅈ수업,126.5961772,37.60296245
1913,풍림태권도장,태권도,인천,서구,인천광역시 서구 신진말로 26,진주프라자 501호(가좌동),325837984,풍림태권도장,126.6784919,37.49293874
1914,강화검도관,검도,인천,강화군,인천 강화군 강화읍 갑곳리,Jan-79,,검도,126.5044006,37.73913513
1915,청일백호태권도장,태권도,인천,서구,인천광역시 서구 청라커낼로 163,"정문상가 2층 청일백호태권도장(청라동, 청라29블럭호반베르디움)",,태권도,126.637219,37.52748815
1916,유현태권도,태권도,경기,김포시,경기도 김포시 유현로33번길 36-14,(풍무동),,몸과 마음 그리고 생각을 채우는 태권도 교육,126.7263748,37.59819752
1917,한국체대영우태권도,태권도,인천,서구,인천 서구 경서동,22도요지로,325650966,태권도를 통한 기초체력과  유연성  강화훈련,126.6513372,37.55618233
1918,용호태권도장,태권도,경기,김포시,경기도 김포시 사우중로 92,4층 용호태권도(사우동),319989556,태권도 4부,126.7217554,37.62243804
1919,비스타농구교실,농구,인천,서구,인천광역시 서구 가좌로83번길 46,라동 비스타농구교실(가좌동),325165969,토요개별반(AM),126.6809067,37.48378045
1920,용인대스타복싱클럽,복싱,인천,서구,인천광역시 서구 검단로 769,3층 용인대스타복싱클럽(불로동),325698212,용인대스타복싱,126.6852899,37.61403682
1921,이지라이프라라발레탄츠학원,댄스(줌바 등),인천,서구,인천광역시 서구 고산후로95번길 24,그린프라자3층 이지라이프 라라발레탄츠(당하동),325657733,방송댄스,126.6964242,37.5926861
1923,서곶JW태권도장,태권도,인천,서구,인천광역시 서구 대평로 53-1,3층 서곶JW태권스쿨(심곡동),325610665,서곶JW태권도장,126.6708409,37.54699041
1924,마전UTC태권스쿨,태권도,인천,서구,인천광역시 서구 완정로65번길 9,준프라자6층 마전UTC태권스쿨(마전동),325649918,태권도수업,126.6675365,37.59642323
1925,용인대국민유도관,유도,인천,서구,인천광역시 서구 건지로 395,(가좌동) 2층,325711009,유도,126.6854106,37.49594347
1926,고려대호태권도,태권도,인천,서구,인천광역시 서구 원당대로820번길 77,단지내상가 3층 고려대호태권도(당하동),325688001,태권도,126.6976867,37.59025875
1927,탄현승리태권도장,태권도,경기,고양시,경기도 고양시 일산서구 현중로 8,"풍림16단지 단지내상가 201호,212호 탄현승리태권도장(탄현동)",319253321,태권도 수련,126.7688028,37.69155775
1928,히어로즈 태권도,태권도,울산,남구,울산광역시 남구 도산로101번길 4-22,2층 히어로즈 태권도(달동),522668008,히어로즈 태권도장,129.3269218,35.53181377
1929,화창태권도 희망신관,태권도,경기,안양시,경기도 안양시 만안구 충훈로 70,3층 화창태권도장 희망신관(석수동),,안양화창태권도장(충훈부),126.9005526,37.40738111
1930,드림키즈스포츠,기타종목,경남,김해시,경상남도 김해시 분성로 660,3층(안동),553397953,드림키즈스포츠 센터수업,128.9180474,35.23570192
1931,나이츠농구교실봉담점,농구,경기,화성시,경기도 화성시 봉담읍 상리2길 51,토마토메디컬 1004호 나이츠농구교실,,농구 심화반,126.9471441,37.22455615
1932,당진복싱히어로짐,복싱,충남,당진시,충청남도 당진시 무수동로 32,3층(대덕동),,기본 복싱강좌 및 시설이용,126.6373381,36.8868364
1933,포올태권도 운동발달센터,태권도,서울,송파구,서울특별시 송파구 양재대로72길 18,백조아파트상가2층(오금동),24487983,3일반,127.1287627,37.50908058
1935,렉스휘트니스,헬스,경기,안양시,경기도 안양시 동안구 관평로 328,세광상가4층(관양동),313889382,헬스,126.9579322,37.40539698
1936,한양스포츠센터,수영,경기,안양시,경기도 안양시 동안구 달안로 61,(비산동),,수영,126.9489631,37.39651434
1937,의왕태풍무에타이복싱,복싱,경기,의왕시,경기도 의왕시 부곡중앙로 51,태풍체육관 5층(삼동),314615869,"복싱,킥복싱,크로스핏,무에타이,pt,필라테스,요가",126.9547145,37.32133935
1938,세계해동검도,검도,경기,안양시,경기도 안양시 동안구 흥안대로414번길 21-13,평촌동.도광빌딩3층 해동검도(평촌동),314222307,해동검도,126.9754973,37.39166577
1939,PLAY X 엑서사이즈,기타종목,경기,의왕시,경기도 의왕시 계원대학로 34,402호(내손동),314218585,주짓수,126.9750674,37.37905297
1940,경희대 흑추관 정무도장,합기도,인천,미추홀구,인천광역시 미추홀구 경인로 503,6층 흑추관(주안동),324380061,합기도 특공무술,126.6950158,37.46051839
1941,커브스비산클럽,기타종목,경기,안양시,경기도 안양시 동안구 관악대로 129,301호-302호(비산동),314477330,커브스월회원권,126.9384222,37.3991968
1942,주식회사대신스포츠센터,헬스,경기,안양시,경기 안양시 동안구 귀인동,900-2 아트상가빌딩 지하 1층,313835114,only헬스,126.9694355,37.38556605
1943,해동검도석수도장,검도,경기,안양시,경기도 안양시 만안구 안양로 471,석수빌딩 4층 해동검도(석수동),314732005,해동검도,126.9102515,37.41173215
1944,한양유도관,유도,경기,안양시,경기 안양시 동안구,1444,,정통 유도,126.9514229,37.39260602
1945,박사경희 태권도장,태권도,경기,안양시,경기도 안양시 동안구 평촌대로401번길 44,2층 박사경희 태권도장(비산동),313876315,"태권도, 줄넘기",126.9476064,37.40683611
1946,창도체육관,태권도,서울,도봉구,서울 도봉구 방학1동,720-1 대상현대상가 309호,234945772,태권도,127.0406794,37.66423579
1947,김종오합기도,합기도,경기,의왕시,경기도 의왕시 신장승길 30,403호(삼동),,합기도,126.9571628,37.32017712
1949,대호체육관,태권도,경기,의왕시,경기도 의왕시 부곡복지관길 32,장미아파트관리동 3층(삼동),314617772,태권도수련,126.9566098,37.32289768
1950,삼일체육관,태권도,경기,안양시,경기 안양시 동안구 호계2동,920-6번지 2층,314293701,태권도,126.9532688,37.38064117
1951,원도태권도장,태권도,경기,안양시,경기도 안양시 동안구 귀인로 253,대원상가2층 원도 태권도(평촌동),,태권도 수업,126.9666167,37.3876735
1952,운주검도관,검도,경기,과천시,경기도 과천시 별양로 184-1,운주검도관(부림동),25020599,검도,126.9980141,37.43435354
1953,경희대석사한진태권도장,태권도,경기,의왕시,경기도 의왕시 모락로 89-19,상가3층(오전동),314270806,태권도,126.9658522,37.36502314
1954,의왕복싱클럽,복싱,경기,의왕시,경기도 의왕시 포일로 59,4층 의왕복싱클럽(포일동),314217989,복싱,126.9791371,37.39057127
1955,태비태권도월드컵체육관,태권도,경기,의왕시,경기 의왕시 청계동,991번지 세종메디컬프라자 5층 월드컵체육관,314250070,태권도,127.0184859,37.40004979
1956,용인대신성태권도장,태권도,경기,의왕시,경기 의왕시,청계동 991-1번지 대맥프라자5층,,태권도,126.9682738,37.34476005
1957,청운태권도장,태권도,경기,안양시,경기도 안양시 동안구 학의로 126,한가람 한양상가 2층 청운태권도장(관양동),313835005,청운 품새선수단 중고등부수련,126.9532026,37.39991988
1958,한양대 21세기태권도,태권도,경기,안양시,경기도 안양시 동안구 관평로 327,303호 서운상가(관양동),313827770,한양대21세기태권도,126.9574633,37.40553449
1959,대한검도회 안양검도관,검도,경기,안양시,경기도 안양시 동안구 운곡로 13,성린빌딩 지층 안양검도관(비산동),23868884,대한검도회 안양검도관,126.9478712,37.40372113
1960,덕성 효 태권도,태권도,경기,의왕시,경기도 의왕시 부곡복지관길 9,sk빌딩3층 덕성태권도(삼동),,태권도,126.9550504,37.32203003
1962,호계 효태권도,태권도,경기,안양시,경기도 안양시 동안구 귀인로79번길 29,3층 (호계동),,태권도,126.9480288,37.38359714
1963,코리아체육관,태권도,경기,과천시,경기도 과천시 별양로 111,주공5단지 상가1층 코리아체육관 (별양동，주공아파트),,태권도,126.9952548,37.42987577
1964,용인대여명태권도,태권도,경기,안양시,경기도 안양시 동안구 관악대로 157,두성프라자4층 용인대여명태권도(비산동),313862214,태권도,126.9416703,37.39913159
1965,경희대 석사 화랑 체육관,태권도,경기,안양시,경기도 안양시 동안구 관평로327번길 29,201(관양동) 경희대 석사 화랑 태권도(관양동),313873613,경희대 석사 화랑 태권도,126.9560092,37.40560343
1966,경희해오름태권도,태권도,경기,안양시,경기 안양시 동안구 관양동,478번지 3단지내상가2층 경희해오름태권도,314269797,바우처 수강권 입니다.,126.9614575,37.40604575
1967,효.백호태권도장,태권도,경기,안양시,경기도 안양시 동안구 경수대로570번길 69,401호 (호계동),,"태권도 , 합기도",126.9613406,37.37508332
1968,한국파워점핑줄넘기클럽 봉담2지구점,기타종목,경기,화성시,경기도 화성시 봉담읍 상리2길 97,"지음프라자1, 701, 702, 703호",,신나는 줄넘기수업,126.9456281,37.22716067
1969,AY-GYM,복싱,경기,안양시,경기도 안양시 동안구 평촌대로227번길 48,승진빌딩 지하1층(호계동),313884855,복싱수업,126.9528091,37.39109593
1971,대한권투체육관,복싱,경기,과천시,경기도 과천시 별양상가1로 31,제일상가 지하1층(별양동),25022211,대한권투체육관(과천),126.993192,37.42870119
1972,경희대은하수체육관,태권도,경기,안양시,경기도 안양시 동안구 시민대로159번길 58,은하수벽산상가 2층201호(비산동),313820071,태권도 품새,126.947007,37.39217362
1973,용인대효예태권도,태권도,경기,의왕시,경기도 의왕시 오전천로 54,"상가3층 효예태권도(오전동, 민들레베스파트)",314528969,태권도,126.9795955,37.34945267
1974,용인대신화태권도,태권도,충북,제천시,충청북도 제천시 장락로 146,2층 용인대신화태권도(장락동),,태권도,128.226471,37.15471071
1975,백호용인대합기도,합기도,서울,양천구,서울특별시 양천구 오목로 38,3층(신월동),226970649,합기도 주짓수,126.8417166,37.52175444
1976,품태권도장,태권도,강원,동해시,강원도 동해시 지리골길 31,"3층 품태권도장(발한동, 현대비에스앤씨 현대썬앤빌 동해파크힐)",,품태권도장,129.100443,37.54716365
1977,화목체육관,태권도,부산,동래구,부산광역시 동래구 충렬사로 60,3층 화목태권도(명장동),515277431,화목체육관,129.0991956,35.20410786
1978,용오름가온태권도장,태권도,경남,창원시,경상남도 창원시 마산회원구 내서읍 삼계본동3길 14,5층 용오름가온태권도장,552313754,태권도,128.4959967,35.22989442
1979,합기도천지관정무체육관,합기도,대전,중구,대전광역시 중구 목중로 58,4층(중촌동),422568239,합기도천지관정무체육관,127.4086559,36.33837749
1980,선진태권도장,태권도,경남,김해시,경상남도 김해시 대청로 117,A동 4층 경흐대선진태권도장(대청동),553120086,태권도,128.7981312,35.18531983
