FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,RPRSNTV_TEL_NO,RDNMADR_CD,FCLTY_ROAD_NM_ADDR,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,GID_CD
플라잉요가테스,41,경기,41460,용인시,23229892,4.14612E+11,경기도 용인시 처인구 중부대로 13274층 플라잉요가테스(역북동),127.1923853,37.2357503,다사727152
플라잉유소년스포츠,30,대전,30170,서구,,3.01703E+11,대전광역시 서구 관저동로 1705층501호(관저동),127.3411595,36.3073063,다바857122
플러스 짐,46,전남,46900,진도군,615448377,4.69003E+11,전라남도 진도군 진도읍 남산로 1063층 플러스 짐,126.2639954,34.4746324,나라864096
플러스실내골프연습장&플러스폭스짐,29,광주,29170,북구,625117044,2.91703E+11,광주광역시 북구 비엔날레로 1083층 플러스폭스짐(용봉동),126.8905233,35.1813608,다라445875
플럼이스튜디오,26,부산,26500,수영구,,2.65004E+11,부산광역시 수영구 광남로48번길 174층(남천동),129.1127761,35.14645,마라469846
플레이어스 스포츠클럽,41,경기,41450,하남시,24747260,4.14505E+11,경기도 하남시 감일백제로83번길 20202호(감이동),127.1615447,37.5041494,다사700450
플레이테니스아카데미,41,경기,41590,화성시,,4.15902E+11,경기도 화성시 동탄순환대로 127-98층 802호 플레이테니스아카데미(산척동),127.1072808,37.1665533,다사651076
플렉스 볼링클럽,48,경남,48220,통영시,,4.82203E+11,경상남도 통영시 광도면 죽림4로 14가동 101호 플렉스볼링클럽,128.4161917,34.885837,라라837549
플렉스짐,46,전남,46110,목포시,612770997,4.61103E+11,전라남도 목포시 산정로 2874층 플렉스짐(연산동),126.3848699,34.8121611,나라980469
플로어엑스,11,서울,11260,중랑구,,1.12603E+11,서울특별시 중랑구 봉우재로 113지하1층(상봉동),127.0855889,37.5927271,다사634548
피노키오복싱,41,경기,41190,부천시,326571282,4.11924E+11,경기도 부천시 부일로449번길 73층 피노키오복싱(심곡동),126.7800075,37.486603,다사363432
피앤에스스포츠,27,대구,27290,달서구,536330922,2.72904E+11,대구광역시 달서구 조암남로10길 501층(월성동),128.5256873,35.8226893,라마926589
피어라풀꽃 사회적협동조합,51,강원,51130,원주시,337355341,5.11303E+11,강원특별자치도 원주시 문막읍 보통로 174-26피어라풀꽃 사회적협동조합,127.8542653,37.3398774,라사313268
피우다아이발달연구소 여수점,46,전남,46130,여수시,,4.61303E+11,전라남도 여수시 소라면 죽림중앙로 13-382층,127.6336938,34.7621712,라라122408
피우다아이발달연구소순천점,46,전남,46150,순천시,,4.61505E+11,전라남도 순천시 해룡면 신대3길 5-947층,127.550961,34.934983,라라046600
피지오재활운동센터,28,인천,28260,서구,325638410,2.82604E+11,인천광역시 서구 중봉대로612번길 10-20청라프라자 405호 피지오재활운동센터(청라동),126.6520102,37.5333778,다사250485
피지오플레이스 피플운동센터,28,인천,28237,부평구,325110418,2.82374E+11,"인천광역시 부평구 충선로203번길 50403,404호(삼산동)",126.7335513,37.5076624,다사322456
피크원,26,부산,26230,부산진구,,2.62303E+11,부산광역시 부산진구 성지로 112성원빌딩 3/4층(초읍동),129.0519077,35.1801172,마라413883
피크포인트,28,인천,28260,서구,,2.82603E+11,인천광역시 서구 청라커낼로 264601호(청라동),126.6449716,37.5320782,다사244484
피터팬승마캠프,52,전북,52130,군산시,,5.21303E+11,전라북도 군산시 성산면 송호로 128피터팬승마캠프,126.7853153,35.98162,다마355763
피트니센스PT,30,대전,30200,유성구,428250514,3.02003E+11,대전광역시 유성구 봉명로 27-32층 피트니센스PT(원신흥동),127.3425514,36.3422511,다바858161
피트니스 BM,41,경기,41130,성남시,,4.11354E+11,경기도 성남시 분당구 분당로263번길 354층 피트니스 BM(서현동),127.1398067,37.3717266,다사681303
피트니스 뭅,11,서울,11350,노원구,,1.13503E+11,서울특별시 노원구 동일로 1365502호(상계동),127.0612598,37.6505982,다사612613
피트니스더블유,11,서울,11410,서대문구,23039755,1.14103E+11,서울특별시 서대문구 증가로 1333층(남가좌동),126.9226282,37.5773206,다사490532
피트니스바디타임즈,30,대전,30200,유성구,428259364,3.02003E+11,대전광역시 유성구 은구비로 36월드코아 5층 6층 피트니스바디타임즈(지족동),127.3189963,36.3756029,다바837198
피트니스에스,11,서울,11740,강동구,24766988,1.17402E+11,"서울특별시 강동구 천호대로 1239상가동 지하1층(길동, GS강동자이아파트)",127.1486156,37.5374563,다사689487
피트니스오늘&필라테스,11,서울,11230,동대문구,,1.12303E+11,서울특별시 동대문구 장한로 29상영빌딩 지하1층(장안동),127.0660817,37.5641915,다사616517
피트니스원 포남,51,강원,51150,강릉시,336531560,5.11504E+11,강원도 강릉시 하평1길 16-52층 피트니스원(포남동),128.9119967,37.7710845,마사243755
피트밀리짐,27,대구,27290,달서구,536363330,2.72903E+11,대구광역시 달서구 월곡로 330DS타워 5층 피트밀리(상인동),128.5344129,35.822121,라마934588
피트스포츠센터,30,대전,30140,중구,423370337,3.01403E+11,대전광역시 중구 대종로 608청춘병원 4층 피트스포츠센터(선화동),127.4173683,36.3359365,다바925153
피트인365플러스 휘트니스센터,47,경북,47170,안동시,548530365,4.71703E+11,경상북도 안동시 경동로 6563층. 피트인365플러스 휘트니스센터(운흥동),128.7295823,36.5625607,마바100412
피피(PP)스포츠센터,47,경북,47170,안동시,548550070,4.71703E+11,경상북도 안동시 북순환로 416pp스포츠센터 1층(안막동),128.7205009,36.5875641,마바091439
필굿재활운동센터,30,대전,30110,동구,,3.01103E+11,대전광역시 동구 대학로 62대전대학교 산학협력단 208호(용운동),127.4606466,36.3343597,다바964152
필굿짐,43,충북,43770,음성군,28770008,4.37705E+11,충청북도 음성군 맹동면 대하4길 14스타타워 301 필굿짐헬스장,127.5442377,36.9088652,라바039789
필당구장,48,경남,48120,창원시,,4.81293E+11,경상남도 창원시 진해구 냉천로 99201(석동),128.7076902,35.1536961,마라100849
필라데이,48,경남,48870,함양군,,4.88705E+11,경상남도 함양군 함양읍 상림1길 202층,127.7223485,35.5227485,라마201252
필라랩 연수,28,인천,28185,연수구,,2.81854E+11,인천광역시 연수구 용담로85번길 313층 301-2호(청학동),126.6761319,37.4179364,다사270357
필라킹운동스튜디오,44,충남,44270,당진시,,4.42705E+11,충청남도 당진시 수청5길 12-14진영빌딩 4층 401호 필라킹운동스튜디오,126.6472143,36.8982282,다바240781
필라테스,48,경남,48120,창원시,22240227,4.81252E+11,경상남도 창원시 마산합포구 해안대로 518층 성지스포렉스(해운동),128.563872,35.1818671,라라968879
필라테스 무빈,41,경기,41280,고양시,,4.12813E+11,경기도 고양시 덕양구 꽃마을로 685층 502호(향동동),126.8937996,37.6009472,다사464558
필라테스 미학 평생교육원,41,경기,41310,구리시,315539192,4.13103E+11,경기도 구리시 이문안로 71대호빌딩 2층 나동 201호 필라테스 미학(수택동),127.13965,37.5924337,다사681548
필라테스 쌍떼,41,경기,41480,파주시,319415171,4.14803E+11,경기도 파주시 와석순환로 78한강프라자402호(야당동),126.7508054,37.7110375,다사339682
필라테스 온,31,울산,31710,울주군,,3.17103E+11,울산광역시 울주군 언양읍 읍성로 383층,129.1179818,35.567103,마마466313
필라테스 율 증포점,41,경기,41500,이천시,7088060513,4.15003E+11,경기도 이천시 이섭대천로 1437우리타워 3층 필라테스 율(증포동),127.4568689,37.2960106,다사961218
필라테스192 천호점,11,서울,11740,강동구,24789670,1.17403E+11,서울특별시 강동구 구천면로 192푸르지오 301호 필라테스(천호동),127.1258416,37.5403622,다사669490
필라테스365 유천,27,대구,27290,달서구,26317001,2.72904E+11,대구광역시 달서구 조암남로32길 12스카이948 2층 필라테스(대천동),128.5171607,35.8176974,라마918583
필라테스B 무거점,31,울산,31710,울주군,522773335,3.17104E+11,울산광역시 울주군 범서읍 굴화길 52층 필라테스,129.2552534,35.5564547,마마590303
필라테스B&E,11,서울,11290,성북구,,1.12904E+11,"서울특별시 성북구 종암로23길 35래미안세레니티 아파트 상가B1(종암동, 래미안세레니티)",127.0313424,37.5993452,다사586556
필라테스N,41,경기,41220,평택시,7086911766,4.12205E+11,경기도 평택시 고덕갈평9길 53필라테스N(고덕동),127.0514545,37.0641208,다바601962
필라테스V,27,대구,27260,수성구,,2.72603E+11,대구광역시 수성구 지범로 594층 필라테스V(지산동),128.6293825,35.8260255,마마020594
필라테스가든 평생교육원,11,서울,11200,성동구,222811929,1.12004E+11,서울특별시 성동구 사근동길 62층 필라테스가든 한양대점(행당동),127.0420376,37.5601514,다사595512
필라테스누아,27,대구,27110,중구,,2.71104E+11,대구광역시 중구 남산로3길 993층(남산동),128.5760615,35.8624358,라마971634
필라테스더랩,11,서울,11470,양천구,226480177,1.14703E+11,서울특별시 양천구 등촌로 32501호(목동),126.8641657,37.5328886,다사438483
필라테스더밸런스,50,제주,50110,제주시,,5.01103E+11,제주특별자치도 제주시 신광로 91세인트스톤더부티크 301호(연동),126.4901261,33.4839433,다나061995
필라테스더웨이,28,인천,28185,연수구,,2.81853E+11,"인천광역시 연수구 해돋이로 107H동 4층 85호(송도동, 송도 더샵 퍼스트월드)",126.6478318,37.3911869,다사245327
필라테스마일,11,서울,11110,종로구,,1.11103E+11,서울특별시 종로구 성균관로 122층 필라테스마일(명륜2가),126.9981823,37.5839747,다사556539
필라테스멜로디,29,광주,29155,남구,,2.91552E+11,"광주광역시 남구 대남대로 219303호(주월동, 주월동 홀리어스 오피스텔)",126.9004997,35.1331091,다라453821
필라테스바다,46,전남,46130,여수시,,4.61303E+11,전라남도 여수시 소호로 481-12층(소호동),127.6533301,34.7455352,라라140390
필라테스쌍떼 The글로리점,41,경기,41280,고양시,319195488,4.12873E+11,경기도 고양시 일산서구 산현로 7풍성프라자 3층 필라테스 쌍떼(탄현동),126.7625131,37.6894476,다사349658
필라테스엠 고덕역점,11,서울,11740,강동구,234271777,1.17404E+11,서울특별시 강동구 동남로75길 13-15성은빌딩 4층(명일동),127.1555201,37.5536302,다사695505
필라테스온루케테80쌍문점,11,서울,11320,도봉구,,1.13203E+11,서울특별시 도봉구 도당로 74층 필라테스온루케테80(쌍문동),127.0347916,37.6587894,다사589622
필라테스원,27,대구,27260,수성구,,2.72602E+11,대구광역시 수성구 달구벌대로 31972층 필라테스원(매호동),128.706536,35.8408311,마마089611
필라테스원,27,대구,27260,수성구,,2.72602E+11,대구광역시 수성구 달구벌대로 32573층 필라테스원(신매동),128.7126574,35.8381158,마마095608
필라테스인라이프,41,경기,41130,성남시,317118838,4.11353E+11,"경기도 성남시 분당구 장미로 86이코노샤르망801,802필라테스인라이프(야탑동)",127.1302376,37.4135155,다사672349
필라테스일랑,44,충남,44200,아산시,,4.42005E+11,충청남도 아산시 탕정면 매곡한들1길 20-5오름빌딩 4층 401호 필라테스일랑,127.091076,36.7817816,다바635649
필라테스정원 노원점,11,서울,11350,노원구,29339322,1.13503E+11,서울특별시 노원구 노해로 501노원빌딩 7층 필라테스정원 노원점(상계동),127.0635339,37.655226,다사615618
필라테스칼리지,41,경기,41220,평택시,,4.12202E+11,경기도 평택시 경기대로 1286명성빌딩 2층 필라테스 칼리지(이충동),127.0649855,37.059883,다바613957
필라테스클리닉 구영점,31,울산,31710,울주군,22453331,3.17103E+11,울산광역시 울주군 범서읍 구영로 140공원빌딩 4층,129.2429797,35.5702038,마마579318
필라테스클리닉 달동점,31,울산,31140,남구,522565777,3.11403E+11,울산광역시 남구 삼산로 1173층 필라테스클리닉(달동),129.3203181,35.5358438,마마650281
필라테스클리닉 삼산점,31,울산,31140,남구,522275777,3.11404E+11,울산광역시 남구 삼산중로74번길 143층 필라테스클리닉(삼산동),129.3369724,35.540263,마마665286
필라테스클리닉 송정점,31,울산,31200,북구,522923331,3.12003E+11,울산광역시 북구 박상진12로 117층(송정동),129.3653329,35.6014883,마마689355
필라테스토리,51,강원,51130,원주시,,5.11303E+11,"강원특별자치도 원주시 문막읍 건등로 104층, 필라테스토리",127.8177256,37.3118283,라사281236
필라테스포유,11,서울,11110,종로구,221351984,1.11103E+11,"서울특별시 종로구 종로 347롯데캐슬 상가 지하1층 필라테스포유(숭인동, 롯데캐슬 천지인)",127.0164919,37.5737459,다사573528
필라테스폼,50,제주,50130,서귀포시,,5.01305E+11,제주특별자치도 서귀포시 신서로48번길 525층(법환동),126.5103628,33.252788,다나078739
필라테스피어나,41,경기,41590,화성시,,4.15905E+11,"경기도 화성시 동탄순환대로12길 85카림상(산척동, 그린힐 반도유보라 아이비파크 10)",127.1291677,37.1673054,다사670076
필라테스하다(HADA),41,경기,41830,양평군,,4.18304E+11,경기도 양평군 양평읍 시민로78번길 9-101층 필라테스하다,127.501291,37.4896243,라사001433
필라테스허브,48,경남,48250,김해시,,4.82505E+11,경상남도 김해시 구산로10번길 21-41층(구산동),128.8710672,35.2470472,마라247954
필렉스휘트니스요가센터,48,경남,48120,창원시,552777007,4.81215E+11,경상남도 창원시 의창구 봉곡로111번길 8(봉곡동) 5층 필렉스 휘트니스 요가센터,128.671153,35.2471551,마라065952
필복싱짐,11,서울,11260,중랑구,234233365,1.12603E+11,서울특별시 중랑구 신내로 193지하1층 필복싱짐(신내동),127.0944357,37.6154962,다사642574
필승체육관,27,대구,27710,달성군,536163566,2.77104E+11,대구광역시 달성군 논공읍 논공로17길 16-203층 필승체육관,128.4438348,35.7299302,라마853485
필운스튜디오,11,서울,11110,종로구,234534680,1.11102E+11,서울특별시 종로구 필운대로 40지하(누하동),126.9689321,37.5795536,다사531534
필인성태권도,41,경기,41590,화성시,23570737,4.15903E+11,경기도 화성시 남양읍 남양로 829현대프라자 604 필인성태권도,126.8322769,37.2097486,다사407125
필탁구장,41,경기,41310,구리시,,4.13103E+11,경기도 구리시 검배로 61세진빌딩 지하층 필탁구장(수택동),127.1456405,37.5967537,다사687553
필태권도장,47,경북,47190,구미시,544759879,4.71903E+11,경상북도 구미시 산동읍 해마루공원로 115-1호반 상가2층 필태권도장,128.4266299,36.1439457,라마833944
필휘트니스,44,충남,44770,서천군,,4.47703E+11,충청남도 서천군 장항읍 장서로 714층 필휘트니스,126.6984403,36.0142196,다마277800
핏3.3,29,광주,29140,서구,625152753,2.91403E+11,광주광역시 서구 화운로 3123층(광천동),126.8774939,35.1667976,다라433859
핏메이커,41,경기,41570,김포시,3180497391,4.15705E+11,경기도 김포시 유현로238번길 11드림프라자8층 핏메이커(풍무동),126.7319183,37.6116321,다사322571
핏소굿,48,경남,48330,양산시,7078146262,4.83305E+11,경상남도 양산시 신명동4길 192층(명동),129.1700988,35.4046663,마마516133
핏요가테스,52,전북,52800,부안군,635819981,5.28003E+11,전라북도 부안군 부안읍 오리정로 1562층,126.7392045,35.7231506,다마311476
핑퐁타임탁구클럽,41,경기,41130,성남시,317088700,4.11353E+11,경기도 성남시 분당구 판교로 446지하1층핑퐁타임탁구클럽(이매동),127.12336,37.4051244,다사666340
핑퐁플러스,11,서울,11230,동대문구,,1.12303E+11,서울특별시 동대문구 전농로 1303층(전농동),127.0579372,37.5764791,다사609531
핑하면퐁탁구장,51,강원,51230,삼척시,25740462,5.12303E+11,"강원도 삼척시 중앙로 176404호(남양동, 한흥프라자)",129.1681984,37.4389031,마사475390
하귀해동검도관,50,제주,50110,제주시,,5.01105E+11,제주특별자치도 제주시 애월읍 학원동길 17-4하귀해동검도관,126.3979847,33.4737765,나나976985
하나더하기,41,경기,41390,시흥시,313140330,4.13903E+11,경기도 시흥시 하중로 193조은프라자 5층 하나더하기(하중동),126.8046132,37.3944336,다사384330
하나탁구장,30,대전,30170,서구,424837091,3.01703E+11,대전광역시 서구 월평북로 82대주빌딩지하 하나탁구장(월평동),127.3772991,36.3620336,다바889182
하나태권도,28,인천,28170,미추홀구,328622262,2.81774E+11,인천광역시 미추홀구 경인로246번길 82층 하나태권도(도화동),126.6691536,37.4633921,다사265407
하나태권도장,52,전북,52140,익산시,638333337,5.21403E+11,전라북도 익산시 부송로 64-252층 하나태권도장(부송동),126.9921,35.9576032,다마542735
하나태권도체육관,28,인천,28260,서구,325664646,2.82604E+11,인천광역시 서구 봉오대로318번길 23-1하나아파트2차상가(가정동),126.6841947,37.5262212,다사279477
하남검도관,41,경기,41450,하남시,317954433,4.14503E+11,경기도 하남시 신장로 139426-6 B1층 하남검도관(덕풍동),127.2027724,37.5385459,다사737488
하남시청,41,경기,41450,하남시,27902000,4.14503E+11,경기도 하남시 아리수로 600하남종합운동장 국민체육센터(망월동),127.1940923,37.5668926,다사729519
하남읍문화복지센터 운영위원회,48,경남,48270,밀양시,553912008,4.82703E+11,경상남도 밀양시 하남읍 수산중앙로 67-21하남읍문화복지센터,128.7120799,35.3765123,마마100096
하늘GDR골프아카데미,28,인천,28110,중구,327139080,2.81104E+11,인천광역시 중구 하늘별빛로65번길 7-9스카이타워 6층(중산동),126.5646474,37.4884979,다사173436
하늘꿈아동발달센터,11,서울,11350,노원구,29746007,1.13504E+11,"서울특별시 노원구 공릉로58길 112201, 302호(하계동, 순흥빌라트)",127.0746945,37.6357267,다사624596
하늘꿈아동발달센터,41,경기,41150,의정부시,318266707,4.11503E+11,"의정부시 신흥로173다인빌딩 2층,301호",127.0433255,37.7315326,다사597703
하늘내린태권도장,51,강원,51810,인제군,334617666,5.18103E+11,강원도 인제군 인제읍 인제로 2282층 하늘내린태권도장,128.1754007,38.0704492,라아592080
하늘빛태권도,27,대구,27230,북구,533142004,2.72303E+11,"대구광역시 북구 팔거천동로 104후문지하상가 하늘빛태권도(동천동, 칠곡2차보성서한타운)",128.5570127,35.9334315,라마953712
하늘샾태권도장,46,전남,46110,목포시,,4.61105E+11,전라남도 목포시 연산백련로31번길 2-61층 하늘태권도(연산동),126.3898621,34.8175804,나라984475
하늘아래체육센터,43,충북,43150,제천시,275559199,4.31503E+11,충북 제천시 신죽하로143 2동1층,128.2154729,37.1603581,라사635070
하늘예합기도,29,광주,29155,남구,26559998,2.91553E+11,광주광역시 남구 효우로 794층 401호 하늘예합기도(노대동),126.9046244,35.1065323,다라457792
하늘체육관,11,서울,11545,금천구,28067106,1.15454E+11,서울특별시 금천구 금하로24길 453층 하늘체육관(시흥동),126.9085716,37.4489665,다사476390
하늬바람 국가대표 태권도장,28,인천,28170,미추홀구,328628518,2.81773E+11,"인천광역시 미추홀구 주염로 263층, 하늬바람 국가대표 태권도장(주안동)",126.6821453,37.4679531,다사276412
하단 펑키락 볼링센터,26,부산,26380,사하구,22916114,2.63802E+11,부산광역시 사하구 낙동대로 487영진빌딩 3층 펑키락 볼링장(하단동),128.966954,35.107905,마라336801
하대원MTA태권도장,41,경기,41130,성남시,27559494,4.11334E+11,"경기도 성남시 중원구 마지로155번길 25-12201(하대원동, 대흥에버빌)",127.1491457,37.4284708,다사689366
하동국민체육센터,48,경남,48850,하동군,558806445,4.88503E+11,경상남도 하동군 적량면 공설운동장로 207하동국민체육센터,127.7775875,35.0622583,라라253741
하라요가,50,제주,50130,서귀포시,,5.01303E+11,제주특별자치도 서귀포시 동홍북로 442층(동홍동),126.5729037,33.258907,다나136745
하람태권도,29,광주,29140,서구,623835333,2.91403E+11,광주광역시 서구 치평로 124305호 하람태권도(치평동),126.8477242,35.1583769,다라405849
하람태권도,44,충남,44200,아산시,,4.42005E+11,충청남도 아산시 시민로258번길 3-13하람태권도장(용화동),126.99535,36.7739975,다바549641
하랑스포츠,30,대전,30200,유성구,427194944,3.02004E+11,대전광역시 유성구 지족로148번길 39-29301호(지족동),127.30569,36.3782468,다바825201
하랑음악줄넘기,26,부산,26440,강서구,,2.64403E+11,부산광역시 강서구 명지국제6로 2543층 하랑음악줄넘기(명지동),128.9233442,35.0980439,마라297790
하랑태권도,27,대구,27710,달성군,,2.77104E+11,대구광역시 달성군 논공읍 논공로21길 14-62층 하랑태권도,128.4451334,35.7302527,라마854486
하랑태권도,11,서울,11320,도봉구,7075835354,1.13204E+11,서울특별시 도봉구 방학로6길 202층 하랑태권도(방학동),127.0372673,37.6639498,다사591628
하랑태권도장,27,대구,27710,달성군,,2.77104E+11,"대구광역시 달성군 옥포읍 돌미로2길 1401호,202호",128.4385634,35.7790969,라마848540
하모니예술심리치유센터,29,광주,29200,광산구,629620713,2.92003E+11,광주광역시 광산구 풍영철길로 20-6CM빌딩 4층 하모니예술심리치유센터(우산동),126.8127145,35.1627944,다라374854
하바스다이어트스쿨,26,부산,26260,동래구,,2.62603E+11,부산광역시 동래구 금강로 79온천빌딩1층 하바스다이어트스쿨(온천동),129.0778852,35.2162762,마라436923
하버클럽파라,41,경기,41360,남양주시,315926441,4.13604E+11,경기도 남양주시 화도읍 북한강로1570번길 56파라수상레저,127.3700876,37.6506741,다사885612
하스티요가,41,경기,41450,하남시,,4.14503E+11,경기도 하남시 미사강변중앙로 190357호(망월동),127.1905364,37.5637858,다사726516
하얏트사우나,48,경남,48870,함양군,,4.88705E+11,경상남도 함양군 함양읍 용평길 31-6하얏트사우나,127.7305895,35.5204324,라마209249
하양언어심리발달센터,47,경북,47290,경산시,538567582,4.72903E+11,경상북도 경산시 하양읍 하양로 108-13층,128.8193572,35.9136829,마마190693
하엘언어청각센터,52,전북,52110,전주시,632361456,5.21113E+11,전북 전주시 완산구 효자동2가 1319-2번지성심빌딩 602호,127.1031034,35.8083244,다마641569
하우필라테스,41,경기,41110,수원시,,4.11173E+11,경기도 수원시 영통구 봉영로 1569뉴월드프라자 6층 하우필라테스(영통동),127.0710165,37.2520638,다사619171
하움필라테스미금점평생교육원,41,경기,41130,성남시,317155355,4.11353E+11,"경기도 성남시 분당구 정자일로 55109동 208호(금곡동, 분당두산위브아파트)",127.1052582,37.3553133,다사650285
하움필라테스서현점평생교육원,41,경기,41130,성남시,317025552,4.11354E+11,경기도 성남시 분당구 돌마로486번길 40501호(서현동),127.136537,37.3748151,다사678307
하이어스풋볼클럽,11,서울,11560,영등포구,,1.15603E+11,서울특별시 영등포구 영등포로 21양평빌딩 2층 206호(양평동2가),126.8840719,37.5235205,다사455473
하이운동발달센터,30,대전,30170,서구,,3.01703E+11,대전광역시 서구 관저로 1755층(관저동),127.3415368,36.2993458,다바857113
하이운동센터,47,경북,47170,안동시,548415187,4.71705E+11,경상북도 안동시 태화7길 24101호(태화동),128.7119768,36.5609374,마바084410
하이짐아동발달상담센터,26,부산,26230,부산진구,518531004,2.62302E+11,"부산광역시 부산진구 중앙대로 9662층 상가(전체)(양정동, 엘리시아)",129.0736702,35.1755358,마라432878
하이파이브교육 성내점,11,서울,11740,강동구,7040351006,1.17402E+11,"서울특별시 강동구 천호대로 1092B101 하이파이브심리운동특수체육(성내동, 에스케이허브진)",127.1326141,37.5352302,다사675484
하이피농구교실,41,경기,41190,부천시,,4.11964E+11,경기도 부천시 신흥로470번길 313층 하이피농구교실(오정동),126.7790523,37.5247419,다사362475
하이핏짐,28,인천,28200,남동구,27157051,2.82004E+11,인천광역시 남동구 앵고개로847번길 722층(논현동),126.7242695,37.3991277,다사313336
하하복싱,47,경북,47190,구미시,,4.71905E+11,경상북도 구미시 고아읍 들성로15길 11-72층 하하복싱,128.3512693,36.1631186,라마765965
하하점핑,44,충남,44710,금산군,,4.47103E+11,충청남도 금산군 금산읍 사직중앙로 46아인프라자 2층 204호,127.4824492,36.1078569,다마984900
학사검도관,52,전북,52190,남원시,636269872,5.21905E+11,전라북도 남원시 오들1길 71-101층 학사검도관(도통동),127.4003219,35.4202209,다마909138
학사체육관,41,경기,41360,남양주시,315281234,4.13603E+11,경기도 남양주시 진접읍 장현로 683층 학사체육관,127.180736,37.7168266,다사718686
학사태권도,28,인천,28185,연수구,328180044,2.81853E+11,"인천광역시 연수구 먼우금로 282태산아파트 상가 2층 학사태권도(연수동, 태산아파트)",126.6821741,37.4208161,다사276360
학사태권도전문체육관,41,경기,41270,안산시,314176626,4.12713E+11,경기도 안산시 상록구 부곡로 1293층(부곡동),126.8636082,37.3334385,다사436262
학사태권도체육관,41,경기,41130,성남시,,4.11333E+11,경기도 성남시 중원구 자혜로 542층(금광동),127.1655383,37.4506561,다사704391
학사태권도클럽,31,울산,31200,북구,522865200,3.12003E+11,울산광역시 북구 호계로 327-22학사태권도클럽(신천동),129.3479466,35.6319715,마마673388
학성승무태권도체육관,31,울산,31110,중구,522980027,3.11104E+11,울산광역시 중구 해오름1길 6남외동(남외동),129.3435141,35.5597954,마마670308
학송합기도,29,광주,29200,광산구,,2.92003E+11,"광주광역시 광산구 우산로 47상가2층 학송합기도(우산동, 리버힐아파트)",126.8063226,35.1590592,다라368850
학운태권도체육관,29,광주,29110,동구,622240078,2.91103E+11,광주광역시 동구 의재로 149-182층(운림동),126.9452016,35.1327706,다라494820
한게임 당구클럽,46,전남,46170,나주시,,4.61703E+11,전라남도 나주시 나주로 83-81층(송월동),126.7160851,35.0265068,다라284704
한결 해동검도 특공무술,43,충북,43130,충주시,438554690,4.31305E+11,충청북도 충주시 중앙탑면 원앙4길 234층,127.8280131,37.017648,라바291910
한결같이 요가원,41,경기,41130,성남시,299741860,4.11314E+11,경기도 성남시 수정구 성남대로1263번길 111층 101호(태평동),127.1256882,37.4422816,다사668381
한결러닝센터,47,경북,47130,경주시,,4.71305E+11,경상북도 경주시 원화로475번길 7YM타운 1층(황성동 용황초등학교 부근),129.2208697,35.8628509,마마553642
한결태권도,41,경기,41150,의정부시,318717665,4.11504E+11,"경기도 의정부시 안말로85번길 10상가2층 한결태권도(호원동, 호원우성아파트(1차))",127.0484753,37.715098,다사602684
한국 jj 인재개발진흥원,47,경북,47190,구미시,,4.71905E+11,경상북도 구미시 형곡로41길 112층(형곡동),128.3407922,36.1097693,라마756906
한국가양 태권도장,11,서울,11500,강서구,236659333,1.15003E+11,서울특별시 강서구 허준로 198가양프라자 5층 한국가양태권도(가양동),126.8602635,37.5613029,다사435515
한국격투기멀티짐(KMGYM),43,충북,43110,청주시,432382122,4.31123E+11,충청북도 청주시 서원구 복대로 31401호 한국격투기멀티짐(개신동),127.445077,36.6199387,다바950468
한국그룹운동개발원,11,서울,11530,구로구,263698004,1.15303E+11,서울특별시 구로구 경서로 11201호(개봉동),126.8564769,37.4985837,다사431445
한국나눔복지회 운동재활센터,31,울산,31140,남구,522655877,3.11403E+11,울산광역시 남구 돋질로 875층(신정동),129.3150925,35.5390519,마마645285
한국농어촌장애인협회경북지부,47,경북,47110,포항시,542810015,4.71113E+11,경상북도 포항시 남구 상대로 1551층(대도동),129.3634843,36.0131877,마마679812
한국드림태권도,52,전북,52130,군산시,24524409,5.21305E+11,전북특별자치도 군산시 신촌1길 201층 한국드림태권도(조촌동),126.7394087,35.9647735,다마314744
한국복타협동조합,27,대구,27290,달서구,536324442,2.72903E+11,"대구광역시 달서구 상인서로 46111동303호(상인동, 상인서한타운)",128.5441398,35.8148087,라마943580
한국스포츠건강증진센터,41,경기,41280,고양시,319116547,4.12874E+11,경기도 고양시 일산서구 강성로232번길 15-151층 기린목치타몸(대화동),126.7508428,37.6765436,다사339643
한국스포츠과학연구소 사회적협동조합,41,경기,41170,안양시,7041502024,4.11713E+11,경기도 안양시 만안구 안양로 3863층 한국스포츠과학연구소(안양동),126.9162899,37.4054176,다사483341
한국스포츠교육희망나눔사회적협동조합(언남중학교),11,서울,11650,서초구,25787947,1.16504E+11,서울특별시 서초구 언남길 85지하(양재동),127.0459789,37.475589,다사598419
한국스포츠서비스교육원(스마일키즈),41,경기,41570,김포시,,4.15703E+11,"경기도 김포시 김포한강1로 2302층 219호(운양동, 김포운양역현대센트럴스퀘어)",126.6828136,37.6532353,다사279618
한국스피닝협회(주),28,인천,28245,계양구,,2.82453E+11,인천광역시 계양구 장제로 876서해상가4층(병방동),126.739056,37.5449447,다사327497
한국시각장애인복지관,11,서울,11740,강동구,24405200,1.17403E+11,서울특별시 강동구 구천면로 645한국시각장애인복지관(상일동),127.1692908,37.5511185,다사707502
